Elo Rank	Player	Age	Elo	    	hElo Rank	hElo	cElo Rank	cElo	gElo Rank	gElo	    	Peak Elo	Peak Month	    	ATP Rank	Log diff
463	Maxime Chazal	32.0	1265.2		481	1178.1	457	1256.1	459	1332.6		1382.8	2015-09		330	0.34
464	Pedro Araujo	23.1	1263.7		449	1253.1	476	1202.2	461	1331.8		1307.5	2025-01		440	0.05
465	Juan Alejandro Hernandez Serrano	25.8	1260.4		460	1234.0	474	1207.0	463	1330.2		1291.9	2025-04		490	-0.05
466	Martin Krumich	21.6	1260.2		455	1240.1	467	1230.8	464	1330.1		1347.7	2022-05		487	-0.04
467	Tomas Farjat	23.7	1258.4		464	1222.6	451	1261.1	465	1329.2		1344.4	2024-08		504	-0.08
468	Valerio Aboian	22.8	1257.6		477	1188.7	455	1257.1	466	1328.8		1355.1	2024-04		429	0.09
469	Jose Pereira	34.2	1254.0		463	1225.1	462	1241.4	467	1327.0		1354.7	2022-04		581	-0.21
470	Petr Nesterov	22.0	1250.6		441	1274.2	471	1223.1	469	1325.3		1421.9	2024-08		415	0.12
471	Kris Van Wyk	28.6	1249.2		456	1238.2	341	1374.6	395	1374.6		1448.8	2024-10		393	0.18
472	Alejo Lorenzo Lingua Lavallen	24.1	1244.0		461	1232.0	466	1233.6	471	1322.0		1431.1	2024-05		674	-0.36
473	Yi Zhou	20.1	1238.0		467	1218.1	472	1210.8	472	1319.0		1365.8	2024-02		367	0.25
474	Kasidit Samrej	24.3	1234.1		466	1218.8	390	1331.2	409	1367.0		1424.3	2019-04		382	0.22
475	Miguel Damas	25.2	1225.6		465	1218.9	479	1189.6	473	1312.8		1310.3	2022-04		442	0.07
476	Naoki Nakagawa	28.3	1225.6		468	1217.6	487	1117.0	474	1312.8		1327.7	2024-09		349	0.31
477	Benjamin Lock	31.7	1221.0		475	1200.7	475	1204.1	470	1324.4		1579.9	2015-07		391	0.20
478	Luciano Emanuel Ambrogi	21.4	1217.1		483	1159.7	469	1227.3	475	1308.5		1410.3	2024-09		373	0.25
479	Bruno Kuzuhara	21.0	1216.5		478	1188.0	478	1196.1	476	1308.2		1335.1	2024-07		569	-0.17
480	Vadym Ursu	28.3	1213.5		479	1187.5	484	1162.9	484	1285.7		1255.5	2024-10		458	0.05
481	Andrea Picchione	26.8	1211.4		471	1210.0	477	1196.5	477	1305.7		1366.1	2024-04		419	0.14
482	Karan Singh	21.8	1210.8		482	1162.8	458	1252.3	478	1305.4		1339.8	2025-02		460	0.05
483	Leonardo Aboian	27.0	1197.1		473	1208.5	480	1186.9	481	1298.5		1275.4	2024-06		669	-0.33
484	Alexis Gautier	27.7	1191.5		486	1127.5	463	1241.3	483	1295.8		1509.5	2021-10		760	-0.45
485	Matthew Dellavedova	24.7	1154.2		485	1139.5	485	1147.1	485	1277.1		1201.5	2024-01		396	0.20
486	Kiranpal Pannu	28.3	1151.5		484	1147.4	486	1127.2	486	1275.7		1371.7	2024-02		641	-0.28
487	Ajeet Rai	26.0	1122.9		487	1096.4	483	1171.4	487	1261.4		1293.8	2019-09		465	0.05
